"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-08","Québec, Quebec","2011S0503421","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445927","12.5.1.2","6.1","","","","1"
"2020-09","Québec, Quebec","2011S0503421","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445927","12.5.1.2","5.0","","","","1"
"2020-10","Québec, Quebec","2011S0503421","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445927","12.5.1.2","4.5","","","","1"
"2020-11","Québec, Quebec","2011S0503421","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445927","12.5.1.2","4.0","","","","1"
"2020-12","Québec, Quebec","2011S0503421","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445927","12.5.1.2","3.9","","","","1"
"2020-01","Sherbrooke, Quebec","2011S0503433","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445941","13.5.1.2","4.5","","","","1"
"2020-02","Sherbrooke, Quebec","2011S0503433","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445941","13.5.1.2","4.7","","","","1"
"2020-03","Sherbrooke, Quebec","2011S0503433","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445941","13.5.1.2","6.5","","","","1"
"2020-04","Sherbrooke, Quebec","2011S0503433","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445941","13.5.1.2","10.4","","","","1"
"2020-05","Sherbrooke, Quebec","2011S0503433","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445941","13.5.1.2","12.1","","","","1"
"2020-06","Sherbrooke, Quebec","2011S0503433","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445941","13.5.1.2","12.0","","","","1"
"2020-07","Sherbrooke, Quebec","2011S0503433","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445941","13.5.1.2","8.6","","","","1"
"2020-08","Sherbrooke, Quebec","2011S0503433","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445941","13.5.1.2","7.8","","","","1"
"2020-09","Sherbrooke, Quebec","2011S0503433","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445941","13.5.1.2","6.9","","","","1"
"2020-10","Sherbrooke, Quebec","2011S0503433","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445941","13.5.1.2","6.5","","","","1"
"2020-11","Sherbrooke, Quebec","2011S0503433","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445941","13.5.1.2","5.7","","","","1"
"2020-12","Sherbrooke, Quebec","2011S0503433","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445941","13.5.1.2","5.2","","","","1"
"2020-01","Trois-Rivières, Quebec","2011S0503442","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445955","14.5.1.2","5.2","","","","1"
"2020-02","Trois-Rivières, Quebec","2011S0503442","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445955","14.5.1.2","5.0","","","","1"
"2020-03","Trois-Rivières, Quebec","2011S0503442","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445955","14.5.1.2","7.2","","","","1"
"2020-04","Trois-Rivières, Quebec","2011S0503442","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445955","14.5.1.2","10.8","","","","1"
"2020-05","Trois-Rivières, Quebec","2011S0503442","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445955","14.5.1.2","13.6","","","","1"
"2020-06","Trois-Rivières, Quebec","2011S0503442","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445955","14.5.1.2","12.9","","","","1"
"2020-07","Trois-Rivières, Quebec","2011S0503442","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445955","14.5.1.2","9.4","","","","1"
"2020-08","Trois-Rivières, Quebec","2011S0503442","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445955","14.5.1.2","7.5","","","","1"
"2020-09","Trois-Rivières, Quebec","2011S0503442","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445955","14.5.1.2","6.2","","","","1"
"2020-10","Trois-Rivières, Quebec","2011S0503442","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445955","14.5.1.2","5.9","","","","1"
"2020-11","Trois-Rivières, Quebec","2011S0503442","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445955","14.5.1.2","5.2","","","","1"
"2020-12","Trois-Rivières, Quebec","2011S0503442","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445955","14.5.1.2","5.4","","","","1"
"2020-01","Montréal, Quebec","2011S0503462","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445969","15.5.1.2","5.6","","","","1"
"2020-02","Montréal, Quebec","2011S0503462","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445969","15.5.1.2","5.5","","","","1"
"2020-03","Montréal, Quebec","2011S0503462","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445969","15.5.1.2","6.7","","","","1"
"2020-04","Montréal, Quebec","2011S0503462","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445969","15.5.1.2","10.7","","","","1"
"2020-05","Montréal, Quebec","2011S0503462","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445969","15.5.1.2","14.1","","","","1"
"2020-06","Montréal, Quebec","2011S0503462","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445969","15.5.1.2","15.0","","","","1"
"2020-07","Montréal, Quebec","2011S0503462","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445969","15.5.1.2","13.0","","","","1"
"2020-08","Montréal, Quebec","2011S0503462","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445969","15.5.1.2","12.1","","","","1"
"2020-09","Montréal, Quebec","2011S0503462","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445969","15.5.1.2","10.8","","","","1"
"2020-10","Montréal, Quebec","2011S0503462","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445969","15.5.1.2","9.5","","","","1"
"2020-11","Montréal, Quebec","2011S0503462","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445969","15.5.1.2","8.1","","","","1"
"2020-12","Montréal, Quebec","2011S0503462","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445969","15.5.1.2","7.8","","","","1"
"2020-01","Ontario","2016A000235","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445983","16.5.1.2","5.0","","","","1"
"2020-02","Ontario","2016A000235","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445983","16.5.1.2","5.1","","","","1"
"2020-03","Ontario","2016A000235","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445983","16.5.1.2","6.2","","","","1"
"2020-04","Ontario","2016A000235","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445983","16.5.1.2","8.2","","","","1"
"2020-05","Ontario","2016A000235","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445983","16.5.1.2","11.0","","","","1"
"2020-06","Ontario","2016A000235","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445983","16.5.1.2","12.5","","","","1"
"2020-07","Ontario","2016A000235","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445983","16.5.1.2","12.8","","","","1"
"2020-08","Ontario","2016A000235","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445983","16.5.1.2","12.1","","","","1"
"2020-09","Ontario","2016A000235","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445983","16.5.1.2","11.0","","","","1"
"2020-10","Ontario","2016A000235","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445983","16.5.1.2","9.9","","","","1"
"2020-11","Ontario","2016A000235","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445983","16.5.1.2","8.7","","","","1"
"2020-12","Ontario","2016A000235","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445983","16.5.1.2","8.5","","","","1"
"2020-01","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445997","17.5.1.2","4.1","","","","1"
"2020-02","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445997","17.5.1.2","4.1","","","","1"
"2020-03","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445997","17.5.1.2","5.1","","","","1"
"2020-04","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445997","17.5.1.2","7.0","","","","1"
"2020-05","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445997","17.5.1.2","8.8","","","","1"
"2020-06","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445997","17.5.1.2","9.8","","","","1"
"2020-07","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445997","17.5.1.2","9.6","","","","1"
"2020-08","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445997","17.5.1.2","9.8","","","","1"
"2020-09","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445997","17.5.1.2","8.9","","","","1"
"2020-10","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445997","17.5.1.2","8.2","","","","1"
"2020-11","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445997","17.5.1.2","6.8","","","","1"
"2020-12","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91445997","17.5.1.2","6.2","","","","1"
"2020-01","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050524505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446011","18.5.1.2","4.5","","","","1"
"2020-02","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050524505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446011","18.5.1.2","4.7","","","","1"
"2020-03","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050524505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446011","18.5.1.2","6.3","","","","1"
"2020-04","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050524505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446011","18.5.1.2","9.7","","","","1"
"2020-05","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050524505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446011","18.5.1.2","11.8","","","","1"
"2020-06","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050524505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446011","18.5.1.2","11.2","","","","1"
"2020-07","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050524505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446011","18.5.1.2","9.1","","","","1"
"2020-08","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050524505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446011","18.5.1.2","8.3","","","","1"
"2020-09","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050524505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446011","18.5.1.2","8.3","","","","1"
"2020-10","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050524505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446011","18.5.1.2","7.9","","","","1"
"2020-11","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050524505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446011","18.5.1.2","6.7","","","","1"
"2020-12","Ottawa-Gatineau, Quebec part, Ontario/Quebec","2011S050524505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446011","18.5.1.2","6.3","","","","1"
"2020-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446025","19.5.1.2","3.9","","","","1"
"2020-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446025","19.5.1.2","3.9","","","","1"
"2020-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446025","19.5.1.2","4.8","","","","1"
"2020-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446025","19.5.1.2","6.2","","","","1"
"2020-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446025","19.5.1.2","7.8","","","","1"
"2020-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446025","19.5.1.2","9.4","","","","1"
"2020-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446025","19.5.1.2","9.8","","","","1"
"2020-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446025","19.5.1.2","10.2","","","","1"
"2020-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446025","19.5.1.2","9.1","","","","1"
"2020-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446025","19.5.1.2","8.2","","","","1"
"2020-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446025","19.5.1.2","6.8","","","","1"
"2020-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446025","19.5.1.2","6.1","","","","1"
"2020-01","Kingston, Ontario","2011S0503521","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446039","20.5.1.2","5.4","","","","1"
"2020-02","Kingston, Ontario","2011S0503521","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446039","20.5.1.2","5.0","","","","1"
"2020-03","Kingston, Ontario","2011S0503521","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446039","20.5.1.2","6.0","","","","1"
"2020-04","Kingston, Ontario","2011S0503521","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446039","20.5.1.2","8.1","","","","1"
"2020-05","Kingston, Ontario","2011S0503521","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446039","20.5.1.2","11.1","","","","1"
"2020-06","Kingston, Ontario","2011S0503521","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446039","20.5.1.2","12.4","","","","1"
"2020-07","Kingston, Ontario","2011S0503521","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446039","20.5.1.2","11.6","","","","1"
"2020-08","Kingston, Ontario","2011S0503521","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446039","20.5.1.2","10.9","","","","1"
"2020-09","Kingston, Ontario","2011S0503521","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446039","20.5.1.2","10.0","","","","1"
"2020-10","Kingston, Ontario","2011S0503521","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446039","20.5.1.2","9.0","","","","1"
"2020-11","Kingston, Ontario","2011S0503521","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446039","20.5.1.2","7.0","","","","1"
"2020-12","Kingston, Ontario","2011S0503521","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446039","20.5.1.2","5.6","","","","1"
"2020-01","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446053","21.5.1.2","6.7","","","","1"
"2020-02","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446053","21.5.1.2","6.4","","","","1"
"2020-03","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446053","21.5.1.2","7.4","","","","1"
"2020-04","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446053","21.5.1.2","8.1","","","","1"
"2020-05","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446053","21.5.1.2","10.2","","","","1"
"2020-06","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446053","21.5.1.2","10.3","","","","1"
"2020-07","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446053","21.5.1.2","11.5","","","","1"
"2020-08","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446053","21.5.1.2","10.5","","","","1"
"2020-09","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446053","21.5.1.2","11.5","","","","1"
"2020-10","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446053","21.5.1.2","11.5","","","","1"
"2020-11","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446053","21.5.1.2","10.7","","","","1"
"2020-12","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446053","21.5.1.2","11.7","","","","1"
"2020-01","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446067","22.5.1.2","6.2","","","","1"
"2020-02","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446067","22.5.1.2","6.6","","","","1"
"2020-03","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446067","22.5.1.2","8.1","","","","1"
"2020-04","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446067","22.5.1.2","8.7","","","","1"
"2020-05","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446067","22.5.1.2","10.3","","","","1"
"2020-06","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446067","22.5.1.2","11.6","","","","1"
"2020-07","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446067","22.5.1.2","12.3","","","","1"
"2020-08","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446067","22.5.1.2","11.6","","","","1"
"2020-09","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446067","22.5.1.2","9.9","","","","1"
"2020-10","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446067","22.5.1.2","8.6","","","","1"
"2020-11","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446067","22.5.1.2","7.8","","","","1"
"2020-12","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446067","22.5.1.2","7.3","","","","1"
"2020-01","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446081","23.5.1.2","5.0","","","","1"
"2020-02","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446081","23.5.1.2","5.0","","","","1"
"2020-03","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446081","23.5.1.2","6.0","","","","1"
"2020-04","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446081","23.5.1.2","8.0","","","","1"
"2020-05","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446081","23.5.1.2","11.6","","","","1"
"2020-06","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446081","23.5.1.2","13.8","","","","1"
"2020-07","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446081","23.5.1.2","15.0","","","","1"
"2020-08","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446081","23.5.1.2","14.3","","","","1"
"2020-09","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446081","23.5.1.2","13.1","","","","1"
"2020-10","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Unadjusted","Percentage","242","units","0","v91446081","23.5.1.2","11.6","","","","1"
